-105.86914789802107,-105.8715510906714,-105.86814512789027,-102.72717787545857,-102.72767555782438,-105.86751561016139,-17.298817347993833,-20.608298031074685,-105.86943384537307,-105.87032291585594,-105.86807572810687,-105.86920989749197,-105.8677471359436,-105.87027310679942,-109.00923597557353,-23.53788788304579,-102.72883396100072,-93.30413936162365,-109.01390170863864,-102.72886434727894,-105.86767621840958,-109.01038572980903,-109.01146060556837,-105.86948819908592,-105.86755602922322,-109.01207890996429,-105.86775638501535,-109.01177589458366,-105.86821212784345,-109.01246410067004,-109.0134804182452,-99.58957547002233,-109.00973621872784,-105.86982567482312,-20.6590287620626,-90.1674568422623,-105.87126652709676,-109.01136616793312,-109.01298270114971,-105.87041285496328,-17.298223217247028,-20.43157592215315,-20.486642037274528,-93.30764233783422,-109.01094122926814,-109.01138181705423,-102.72706044175412,-102.72624720437564,-105.87176125882712,-105.87124118282969
-106.39972886595243,-106.40131797777487,-106.39904131901129,-103.25794507313829,-103.25824066824372,-106.3985884973751,-17.297433217702046,-20.85187663665972,-106.39989765946204,-106.40087778480309,-106.39878404347714,-106.39992326787026,-106.3986225185432,-106.40078290282206,-109.54023583173883,-23.607961119311273,-103.25910017996033,-93.83437643077134,-109.54378444133367,-103.25894694421729,-106.39858856684825,-109.54094658387399,-109.54192551047046,-106.39997749959785,-106.3984737639175,-109.54241492171086,-106.39870573187564,-109.54223444611719,-106.39902975037921,-109.5424428088639,-109.54328098819546,-100.11929624184602,-109.54046611124258,-106.40015117668648,-20.921509139773878,-90.69631399860569,-106.4013936475492,-109.54176729078145,-109.54282076650742,-106.40077325542472,-17.44930840293987,-20.44218666830104,-20.670131968778325,-93.8370143162697,-109.5413917561299,-109.54187221305025,-103.25776369577545,-103.25737991445183,-106.40157746612904,-106.4013048806404
-106.92948238678548,-106.92991312565151,-106.92920826806787,-103.78793917897485,-103.78794407869151,-106.92905071459559,-17.33204112875549,-21.091706846604627,-106.92946977045413,-106.93051189466995,-106.9287748674094,-106.9298505581575,-106.92877799073047,-106.93040504710811,-110.07057348955955,-23.69385437353531,-103.78839029737102,-94.36361723601829,-110.07250195040189,-103.78801243318927,-106.92883849191077,-110.07067691634997,-110.07152293144978,-106.9295923984185,-106.92869845069431,-110.0717837082864,-106.92897867513959,-110.07175560123487,-106.92915346696043,-110.07133276781165,-110.07190281604072,-100.64781710305137,-110.07044578604061,-106.92953422984908,-21.18364428600285,-91.22355264249099,-106.93043251013074,-110.07126484746283,-110.07153838047199,-106.93018160144803,-17.59896984136725,-20.48512869790427,-20.848687110706315,-94.36492644233144,-110.07093620299302,-110.07147004918501,-103.78766090807117,-103.7879005577398,-106.9302109555026,-106.930316875041
-107.45895663517238,-107.45816465694732,-107.45915254677173,-104.31764010264664,-104.31734478377064,-107.45928161806603,-17.405632995726897,-21.310842843742453,-107.45876237603196,-107.45975017037257,-107.45852450159023,-107.45944597029836,-107.45876464699536,-107.45962952832586,-110.60072097948108,-23.79108302211686,-104.31733147721334,-94.89248626658313,-110.60075395159907,-104.31676190802631,-107.45890025196717,-110.60019449749058,-110.60076038747157,-107.45889398021316,-107.45876072197129,-110.60079972750873,-107.4590293443513,-110.60093437162048,-107.45903376815696,-110.59991128938779,-110.60013892148478,-101.17586361801952,-110.60020493744891,-107.45864524074551,-21.428841439611848,-91.75014236928662,-107.45908097716215,-110.60046250895653,-110.59991855649245,-107.45921985393178,-17.73473155911416,-20.56216123428629,-21.007330212447325,-94.89227047257752,-110.60023560707893,-110.60073920655373,-104.31732478545148,-104.31812270750272,-107.45850311086521,-107.4589318959087
-107.98890158492047,-107.98708349881888,-107.98956549469688,-104.8477308718556,-104.8471996556691,-107.98988163127788,-17.51352482063979,-21.487824731769415,-107.98857834230935,-107.98930358281184,-107.9887472414419,-107.98937830068684,-107.98931294549168,-107.98916233511117,-111.13134493150645,-23.894105117427287,-104.8467486025077,-95.42180943311692,-111.12943270495838,-104.84609942520665,-107.989455500755,-111.13030598025632,-111.13037144625423,-107.9886493125788,-107.98937995996236,-111.13026938618718,-107.989517709364,-111.13054775291096,-107.98934378078188,-111.12913969922221,-111.12896852205768,-101.70436582882492,-111.1304820872005,-107.98834032754858,-21.635920762187762,-92.27723576370995,-107.98820862087662,-111.13016574050042,-111.12894168625628,-107.98866759209363,-17.84397073653052,-20.668776362488785,-21.129487179303148,-95.42009304232907,-111.13012770889875,-111.13044280806125,-104.84750914091127,-104.84858581354055,-107.98746081151032,-107.98801105866804
-108.51981850380163,-108.51737994971842,-108.52086310777148,-105.37866875943503,-105.3780179302235,-108.52125062125889,-17.650613700273336,-21.59576003973137,-108.51944597568291,-108.51965191341155,-108.51996423951987,-108.52011530221858,-108.52084991990588,-108.5195222824026,-111.66284771022887,-24.001084309345,-105.37721780513668,-95.95217959971487,-111.659193087989,-105.37666949002259,-108.520935468774,-111.66152325648866,-111.66090328037185,-108.51939307356294,-108.52098961259522,-111.66074603577842,-108.52086950719637,-111.66110929813232,-108.5205426069426,-111.6596811754016,-111.65909264653642,-102.23403308848243,-111.66177025607385,-108.51918295604453,-21.77605428578962,-92.80573774441473,-108.5184026506118,-111.66092852665392,-111.65930971906047,-108.51906904391882,-17.91917382551144,-20.800730555020895,-21.201457802746233,-95.94914985699963,-111.66114135554206,-111.66110877324981,-105.3786749954482,-105.379662031049,-108.51776096325422,-108.51818516127601
-109.05170031383234,-109.04917605305505,-109.0529368861866,-105.91045330129253,-105.90980799381056,-109.05333696407622,-17.812629400135947,-21.60877911056092,-109.0513509063092,-109.05085096400636,-109.05221118252308,-109.05169200934179,-109.05322833276034,-109.05081864607591,-112.1951047477069,-24.114671933386322,-105.90881220774295,-96.48371772228211,-112.19022696472827,-105.90857399156396,-109.0532424086124,-112.19377407600801,-112.19246938810106,-109.05117603705497,-109.05346033717497,-112.19228595976902,-109.0530246354423,-112.19264114140985,-109.05260441911062,-112.19161166634727,-112.19066571094903,-102.76511725726535,-112.19403726216402,-109.05116132893036,-21.814338576022216,-93.3360782016283,-109.04974236805953,-112.19278586715792,-112.19114671413432,-109.05050081979772,-17.964350136395467,-20.9549995693375,-21.221810853242594,-96.47970258006846,-112.1932209787933,-112.19279321597148,-105.91072592632591,-105.91134005715037,-109.04947033556914,-109.04960104921206
-109.5839697994404,-109.58187002313875,-109.58513241492723,-106.44257202180535,-106.44200991622702,-109.58555436568591,-17.993514187759555,-21.525214430367832,-109.58367400701685,-109.58254261755197,-109.58485662840238,-109.58366199969133,-109.58568593632954,-109.5826869882046,-112.72741635851251,-24.238168514357564,-106.4410266106788,-97.01597841185,-112.72220333462597,-106.44122705122702,-109.58567483008626,-112.72632432194821,-112.72463834038888,-109.58347306273534,-109.58601936133756,-112.72439567463334,-109.58536034064966,-112.72465212369478,-109.58492940950038,-112.72428617738024,-112.7231670838203,-103.29729925854816,-112.72660334902376,-109.58361143177657,-21.729401771679047,-93.8681017658911,-109.58177736395143,-112.72516152843392,-112.72384426653471,-109.58252594884095,-17.99633387832376,-21.126926131155624,-21.209946403991694,-97.01150163276726,-112.72567012160394,-112.72500333135667,-106.4429828343028,-106.44318360060936,-109.58196627305288,-109.58182303566348
-110.1157359358028,-110.11435636814416,-110.11657024596025,-106.97421000139583,-106.97375716903908,-110.11701643607677,-18.18245436104511,-21.39518648157023,-110.1154864545072,-110.11415457299353,-110.11679333145793,-110.1153018224916,-110.11719517757247,-110.11445957411921,-113.25883164462479,-24.369958715687382,-106.97300705497568,-97.5480959890429,-113.25442469139304,-106.97354421115627,-110.11723175350357,-113.25810919710075,-113.25658602222323,-110.11538124312078,-110.11757421605559,-113.25627242583003,-110.11692980917509,-113.25638752075086,-110.11659037929165,-113.25658956744421,-113.25559269425507,-103.82978195484586,-113.25839415037262,-110.11553249744844,-21.55802080810912,-94.40113550202628,-110.11375686823175,-113.25710649481879,-113.25628816691685,-110.114399614141,-18.035333830835878,-21.30697474596381,-21.199396213606136,-97.5439595035394,-113.25748149139402,-113.2568816239405,-106.9745364577549,-106.97452305517582,-110.1142343407571,-110.11400933356182
-110.6465810692155,-110.64599080728064,-110.64693864041386,-107.50497024878624,-107.50466099232926,-110.64734877848576,-18.36436302041785,-21.298347828819104,-110.64638165695912,-110.64538861109,-110.64745420286373,-110.64624826963592,-110.64739111927975,-110.64576077642043,-113.78901836182317,-24.50196239412514,-107.50430627141854,-98.07952640654392,-113.78641476033867,-107.50489261473898,-110.64751947110413,-113.78869352648034,-113.78782662718288,-110.64641709106559,-110.64771371415658,-113.7875104259227,-110.64731189818468,-113.78748930021386,-110.64716601059406,-113.78793147990146,-113.78733399355986,-104.36195714507936,-113.7889186100979,-110.64648676451272,-21.400881581287845,-94.93453114532717,-110.64526877727697,-113.78813996637312,-113.78784729626199,-110.64571412352451,-18.09295029824321,-21.480993751477822,-21.21711993755307,-98.07662623869692,-113.78823884273127,-113.78795605912102,-107.50506963731765,-107.50506023280681,-110.64576299011522,-110.64564371330921
